DATECOLLECTED,SAMPLELOCATIONSMASTER,SAMPLENO,FINALRESULT,daily_flow_rate_m3
2/24/2022,MW_Taumarunui,22EV1372-001-0,Detected,NULL
3/3/2022,MW_Taumarunui,22EV1519-001-0,Detected,NULL
3/8/2022,MW_Taumarunui,22EV1648-001-0,Detected,NULL
3/10/2022,MW_Taumarunui,22EV1695-001-0,Detected,NULL
3/15/2022,MW_Taumarunui,22EV1786-001-0,Detected,NULL
3/17/2022,MW_Taumarunui,22EV1884-001-0,Detected,NULL
3/22/2022,MW_Taumarunui,22EV1960-001-0,Detected,NULL
3/24/2022,MW_Taumarunui,22EV2043-001-0,Detected,NULL
3/29/2022,MW_Taumarunui,22EV2124-001-0,Detected,NULL
3/31/2022,MW_Taumarunui,22EV2217-001-0,Detected,NULL
4/7/2022,MW_Taumarunui,22EV2375-001-0,Detected,NULL
4/11/2022,MW_Taumarunui,22EV2444-001-0,Detected,NULL
4/13/2022,MW_Taumarunui,22EV2496-001-0,Detected,NULL
4/19/2022,MW_Taumarunui,22EV2567-001-0,Detected,NULL
4/21/2022,MW_Taumarunui,22EV2663-001-0,Detected,NULL
4/26/2022,MW_Taumarunui,22EV2703-001-0,Detected,NULL
4/28/2022,MW_Taumarunui,22EV2783-001-0,Detected,NULL
5/3/2022,MW_Taumarunui,22EV2856-001-0,Detected,NULL
5/5/2022,MW_Taumarunui,22EV2948-001-0,Detected,NULL
5/10/2022,MW_Taumarunui,22EV3021-001-0,Detected,NULL
5/12/2022,MW_Taumarunui,22EV3106-001-0,Detected,NULL
5/17/2022,MW_Taumarunui,22EV3179-001-0,Detected,NULL
5/19/2022,MW_Taumarunui,22EV3258-001-0,Detected,NULL
5/24/2022,MW_Taumarunui,22EV3340-001-0,Detected,NULL
5/26/2022,MW_Taumarunui,22EV3414-001-0,Detected,NULL
5/31/2022,MW_Taumarunui,22EV3466-001-0,Detected,NULL
6/2/2022,MW_Taumarunui,22EV3545-001-0,Detected,NULL
6/9/2022,MW_Taumarunui,22EV3675-001-0,Detected,NULL
6/14/2022,MW_Taumarunui,22EV3752-001-0,Detected,NULL
6/16/2022,MW_Taumarunui,22EV3821-001-0,Detected,NULL
6/20/2022,MW_Taumarunui,22EV3861-001-0,Detected,NULL
6/22/2022,MW_Taumarunui,22EV3953-001-0,Detected,NULL
6/28/2022,MW_Taumarunui,22EV4027-001-0,Detected,NULL
6/30/2022,MW_Taumarunui,22EV4105-001-0,Detected,NULL
7/5/2022,MW_Taumarunui,22EV4176-001-0,Detected,NULL
12/7/2021,MW_Whanganui,21EV4028-001-0,Detected,NULL
2/10/2022,MW_Whanganui,22EV0979-001-0,Detected,38143
2/16/2022,MW_Whanganui,22EV1169-001-0,Detected,47911
2/21/2022,MW_Whanganui,22EV1233-001-0,Detected,35653
2/24/2022,MW_Whanganui,22EV1373-001-0,Detected,32920
2/28/2022,MW_Whanganui,22EV1416-001-0,Detected,25954
3/3/2022,MW_Whanganui,22EV1513-001-0,Detected,30876
3/7/2022,MW_Whanganui,22EV1577-001-0,Detected,25432
3/10/2022,MW_Whanganui,22EV1713-001-0,Detected,29034
3/14/2022,MW_Whanganui,22EV1751-001-0,Detected,23081
3/17/2022,MW_Whanganui,22EV1885-001-0,Detected,27131
3/21/2022,MW_Whanganui,22EV1921-001-0,Detected,32136
3/24/2022,MW_Whanganui,22EV2042-001-0,Detected,41868
3/29/2022,MW_Whanganui,22EV2125-001-0,Detected,29118
3/31/2022,MW_Whanganui,22EV2218-001-0,Detected,29359
4/5/2022,MW_Whanganui,22EV2288-001-0,Detected,27599
4/7/2022,MW_Whanganui,22EV2376-001-0,Detected,26385
4/11/2022,MW_Whanganui,22EV2413-001-0,Detected,24390
4/13/2022,MW_Whanganui,22EV2497-001-0,Detected,26064
4/20/2022,MW_Whanganui,22EV2610-001-0,Detected,28101
4/27/2022,MW_Whanganui,22EV2767-001-0,Detected,27024
4/28/2022,MW_Whanganui,22EV2784-001-0,Detected,25159
5/3/2022,MW_Whanganui,22EV2857-001-0,Detected,25500
5/5/2022,MW_Whanganui,22EV2949-001-0,Detected,25850
5/9/2022,MW_Whanganui,22EV2990-001-0,Detected,22814
5/12/2022,MW_Whanganui,22EV3107-001-0,Detected,26403
5/17/2022,MW_Whanganui,22EV3180-001-0,Detected,44293
5/19/2022,MW_Whanganui,22EV3259-001-0,Detected,39642
5/24/2022,MW_Whanganui,22EV3327-001-0,Detected,36072
5/26/2022,MW_Whanganui,22EV3395-001-0,Detected,33966
5/31/2022,MW_Whanganui,22EV3467-001-0,Detected,37683
6/2/2022,MW_Whanganui,22EV3546-001-0,Detected,40200
6/7/2022,MW_Whanganui,22EV3590-001-0,Detected,29732
6/10/2022,MW_Whanganui,22EV3708-001-0,Detected,44058
6/14/2022,MW_Whanganui,22EV3753-001-0,Detected,71735
6/16/2022,MW_Whanganui,22EV3822-001-0,Detected,43359
6/21/2022,MW_Whanganui,22EV3894-001-0,Detected,NULL
6/22/2022,MW_Whanganui,22EV3954-001-0,Detected,NULL
6/28/2022,MW_Whanganui,22EV4028-001-0,Detected,NULL
6/30/2022,MW_Whanganui,22EV4106-001-0,Detected,NULL
7/5/2022,MW_Whanganui,22EV4177-001-0,Detected,NULL
11/15/2021,MW_Woodville,21EV3434-001-0,Detected,1797
11/17/2021,MW_Woodville,21EV3480-001-0,Detected,2020
11/18/2021,MW_Woodville,21EV3557-001-0,Detected,2598
11/19/2021,MW_Woodville,21EV3591-001-0,Detected,3032
11/23/2021,MW_Woodville,21EV3660-001-0,Detected,1835
3/1/2022,MW_Woodville,22EV1418-001-0,Detected,2432
3/3/2022,MW_Woodville,22EV1516-001-0,Detected,2125
3/8/2022,MW_Woodville,22EV1624-001-0,Detected,1812
3/10/2022,MW_Woodville,22EV1698-001-0,Detected,1699
3/31/2022,MW_Woodville,22EV2222-001-0,Detected,1595
4/5/2022,MW_Woodville,22EV2290-001-0,Detected,1280
4/6/2022,MW_Woodville,22EV2380-001-0,Detected,1075
4/12/2022,MW_Woodville,22EV2475-001-0,Detected,869
4/19/2022,MW_Woodville,22EV2571-001-0,Detected,781
4/21/2022,MW_Woodville,22EV2667-001-0,Detected,819
4/27/2022,MW_Woodville,22EV2770-001-0,Detected,739
4/28/2022,MW_Woodville,22EV2788-001-0,Detected,827
5/3/2022,MW_Woodville,22EV2860-001-0,Detected,452
5/5/2022,MW_Woodville,22EV2953-001-0,Detected,667
5/10/2022,MW_Woodville,22EV3024-001-0,Detected,445
5/12/2022,MW_Woodville,22EV3111-001-0,Detected,1446
6/2/2022,MW_Woodville,22EV3549-001-0,Detected,2278
6/7/2022,MW_Woodville,22EV3593-001-0,Detected,2791
6/9/2022,MW_Woodville,22EV3679-001-0,Detected,2612
6/16/2022,MW_Woodville,22EV3826-001-0,Detected,1651
6/21/2022,MW_Woodville,22EV3897-001-0,Detected,5368
6/22/2022,MW_Woodville,22EV3958-001-0,Detected,4919
6/30/2022,MW_Woodville,22EV4110-001-0,Detected,3331
7/5/2022,MW_Woodville,22EV4180-001-0,Detected,2601
2/15/2022,NE_BellIsland,22EV1090-001-0,Detected,31620
2/17/2022,NE_BellIsland,22EV1203-001-0,Detected,21022
2/22/2022,NE_BellIsland,22EV1298-001-0,Detected,19923
3/2/2022,NE_BellIsland,22EV1497-001-0,Detected,15741
3/8/2022,NE_BellIsland,22EV1715-001-0,Detected,13853
3/10/2022,NE_BellIsland,22EV1716-001-0,Detected,13557
3/15/2022,NE_BellIsland,22EV1899-001-0,Detected,13627
3/22/2022,NE_BellIsland,22EV2069-001-0,Detected,16672
3/24/2022,NE_BellIsland,22EV2070-001-0,Detected,19045
3/29/2022,NE_BellIsland,22EV2237-001-0,Detected,14193
3/31/2022,NE_BellIsland,22EV2238-001-0,Detected,13899
4/5/2022,NE_BellIsland,22EV2397-001-0,Detected,13801
4/7/2022,NE_BellIsland,22EV2398-001-0,Detected,13745
4/12/2022,NE_BellIsland,22EV2541-001-0,Detected,13433
4/26/2022,NE_BellIsland,22EV2804-001-0,Detected,13051
4/28/2022,NE_BellIsland,22EV2805-001-0,Detected,13853
5/3/2022,NE_BellIsland,22EV2962-001-0,Detected,13680
5/5/2022,NE_BellIsland,22EV2963-001-0,Detected,13978
5/12/2022,NE_BellIsland,22EV3124-001-0,Detected,13428
5/17/2022,NE_BellIsland,22EV3201-001-0,Detected,14829
5/24/2022,NE_BellIsland,22EV3417-001-0,Detected,14767
5/26/2022,NE_BellIsland,22EV3418-001-0,Detected,14496
5/31/2022,NE_BellIsland,22EV3559-001-0,Detected,28262
6/2/2022,NE_BellIsland,22EV3560-001-0,Detected,33435
6/14/2022,NE_BellIsland,22EV3840-001-0,Detected,34135
6/16/2022,NE_BellIsland,22EV3841-001-0,Detected,24551
6/21/2022,NE_BellIsland,22EV3924-001-0,Detected,17940
6/28/2022,NE_BellIsland,22EV4083-001-0,Detected,19173
6/29/2022,NE_BellIsland,22EV4084-001-0,Detected,41121
11/29/2021,NE_Nelson,21EV3797-001-0,Detected,7830
12/1/2021,NE_Nelson,21EV3915-001-0,Detected,6430
12/2/2021,NE_Nelson,21EV3928-001-0,Detected,6590
12/6/2021,NE_Nelson,21EV3991-001-0,Detected,8120
12/8/2021,NE_Nelson,21EV4087-001-0,Detected,9530
12/13/2021,NE_Nelson,21EV4169-001-0,Detected,8640
2/14/2022,NE_Nelson,22EV1031-001-0,Detected,41130
2/16/2022,NE_Nelson,22EV1137-001-0,Detected,11360
2/21/2022,NE_Nelson,22EV1239-001-0,Detected,23660
2/23/2022,NE_Nelson,22EV1338-001-0,Detected,9780
2/28/2022,NE_Nelson,22EV1399-001-0,Detected,6660
3/2/2022,NE_Nelson,22EV1498-001-0,Detected,7470
3/7/2022,NE_Nelson,22EV1600-001-0,Detected,7150
3/9/2022,NE_Nelson,22EV1719-001-0,Detected,6900
3/14/2022,NE_Nelson,22EV1804-001-0,Detected,NULL
3/16/2022,NE_Nelson,22EV1855-001-0,Detected,NULL
3/21/2022,NE_Nelson,22EV1984-001-0,Detected,NULL
3/23/2022,NE_Nelson,22EV2030-001-0,Detected,NULL
3/28/2022,NE_Nelson,22EV2107-001-0,Detected,NULL
3/30/2022,NE_Nelson,22EV2196-001-0,Detected,NULL
4/4/2022,NE_Nelson,22EV2264-001-0,Detected,NULL
4/6/2022,NE_Nelson,22EV2354-001-0,Detected,NULL
4/11/2022,NE_Nelson,22EV2420-001-0,Detected,NULL
4/13/2022,NE_Nelson,22EV2540-001-0,Detected,NULL
4/19/2022,NE_Nelson,22EV2579-001-0,Detected,NULL
4/26/2022,NE_Nelson,22EV2798-001-0,Detected,NULL
4/28/2022,NE_Nelson,22EV2803-001-0,Detected,NULL
5/2/2022,NE_Nelson,22EV2838-001-0,Detected,NULL
5/4/2022,NE_Nelson,22EV2933-001-0,Detected,NULL
5/9/2022,NE_Nelson,22EV3001-001-0,Detected,NULL
5/11/2022,NE_Nelson,22EV3093-001-0,Detected,NULL
5/18/2022,NE_Nelson,22EV3240-001-0,Detected,NULL
5/24/2022,NE_Nelson,22EV3336-001-0,Detected,NULL
5/25/2022,NE_Nelson,22EV3416-001-0,Detected,NULL
5/30/2022,NE_Nelson,22EV3447-001-0,Detected,NULL
6/1/2022,NE_Nelson,22EV3535-001-0,Detected,NULL
6/7/2022,NE_Nelson,22EV3603-001-0,Detected,NULL
6/8/2022,NE_Nelson,22EV3657-001-0,Detected,NULL
6/13/2022,NE_Nelson,22EV3731-001-0,Detected,NULL
6/15/2022,NE_Nelson,22EV3806-001-0,Detected,NULL
6/20/2022,NE_Nelson,22EV3873-001-0,Detected,NULL
6/22/2022,NE_Nelson,22EV3965-001-0,Detected,NULL
6/29/2022,NE_Nelson,22EV4082-001-0,Detected,NULL
7/6/2022,NE_Nelson,22EV4226-001-0,Detected,NULL
8/08/2022,NE_Nelson,22EV4980-001-0,Detected,10300
8/23/2021,NK1039,21EV1404-001-0,Detected,NULL
11/25/2021,NO_Ahipara,21EV3780-001-0,Detected,NULL
1/5/2022,NO_Ahipara,22EV0076-001-0,Detected,NULL
1/13/2022,NO_Ahipara,22EV0262-001-0,Detected,NULL
1/18/2022,NO_Ahipara,22EV0341-001-0,Detected,NULL
1/20/2022,NO_Ahipara,22EV0419-001-0,Detected,NULL
1/25/2022,NO_Ahipara,22EV0522-001-0,Detected,NULL
1/26/2022,NO_Ahipara,22EV0590-001-0,Detected,NULL
2/2/2022,NO_Ahipara,22EV0777-001-0,Detected,NULL
2/8/2022,NO_Ahipara,22EV0997-001-0,Detected,NULL
2/10/2022,NO_Ahipara,22EV0998-001-0,Detected,NULL
2/15/2022,NO_Ahipara,22EV1094-001-0,Detected,NULL
2/24/2022,NO_Ahipara,22EV1382-001-0,Detected,NULL
3/1/2022,NO_Ahipara,22EV1505-001-0,Detected,NULL
3/3/2022,NO_Ahipara,22EV1570-001-0,Detected,NULL
11/8/2021,NO_Dargaville,21EV3172-001-0,Detected,NULL
11/11/2021,NO_Dargaville,21EV3320-001-0,Detected,NULL
11/15/2021,NO_Dargaville,21EV3348-001-0,Detected,NULL
11/18/2021,NO_Dargaville,21EV3575-001-0,Detected,NULL
11/29/2021,NO_Dargaville,21EV3799-001-0,Detected,NULL
12/2/2021,NO_Dargaville,21EV3953-001-0,Detected,NULL
12/7/2021,NO_Dargaville,21EV4030-001-0,Detected,NULL
12/20/2021,NO_Dargaville,21EV4349-001-0,Detected,NULL
2/21/2022,NO_Dargaville,22EV1238-001-0,Detected,NULL
2/24/2022,NO_Dargaville,22EV1364-001-0,Detected,NULL
2/28/2022,NO_Dargaville,22EV1554-001-0,Detected,NULL
3/3/2022,NO_Dargaville,22EV1501-001-0,Detected,NULL
3/7/2022,NO_Dargaville,22EV1572-001-0,Detected,NULL
3/10/2022,NO_Dargaville,22EV1712-001-0,Detected,NULL
3/14/2022,NO_Dargaville,22EV1752-001-0,Detected,NULL
3/17/2022,NO_Dargaville,22EV1873-001-0,Detected,NULL
3/22/2022,NO_Dargaville,22EV1942-001-0,Detected,NULL
3/24/2022,NO_Dargaville,22EV2033-001-0,Detected,NULL
3/29/2022,NO_Dargaville,22EV2146-001-0,Detected,NULL
4/1/2022,NO_Dargaville,22EV2233-001-0,Detected,NULL
4/4/2022,NO_Dargaville,22EV2247-001-0,Detected,NULL
4/11/2022,NO_Dargaville,22EV2425-001-0,Detected,NULL
4/13/2022,NO_Dargaville,22EV2480-001-0,Detected,NULL
4/19/2022,NO_Dargaville,22EV2555-001-0,Detected,NULL
4/21/2022,NO_Dargaville,22EV2648-001-0,Detected,NULL
4/27/2022,NO_Dargaville,22EV2758-001-0,Detected,NULL
5/2/2022,NO_Dargaville,22EV2828-001-0,Detected,NULL
5/9/2022,NO_Dargaville,22EV2981-001-0,Detected,NULL
5/16/2022,NO_Dargaville,22EV3135-001-0,Detected,NULL
5/19/2022,NO_Dargaville,22EV3244-001-0,Detected,NULL
5/23/2022,NO_Dargaville,22EV3288-001-0,Detected,NULL
5/26/2022,NO_Dargaville,22EV3385-001-0,Detected,NULL
5/30/2022,NO_Dargaville,22EV3451-001-0,Detected,NULL
6/2/2022,NO_Dargaville,22EV3542-001-0,Detected,NULL
6/7/2022,NO_Dargaville,22EV3577-001-0,Detected,NULL
6/13/2022,NO_Dargaville,22EV3718-001-0,Detected,NULL
6/16/2022,NO_Dargaville,22EV3814-001-0,Detected,NULL
6/20/2022,NO_Dargaville,22EV3877-001-0,Detected,NULL
6/27/2022,NO_Dargaville,22EV3983-001-0,Detected,NULL
6/30/2022,NO_Dargaville,22EV4087-001-0,Detected,NULL
7/4/2022,NO_Dargaville,22EV4207-001-0,Detected,NULL
2/10/2022,NO_Haruru,22EV0971-001-0,Detected,NULL
2/22/2022,NO_Haruru,22EV1278-001-0,Detected,NULL
3/2/2022,NO_Hikurangi,22EV1500-001-0,Detected,285
3/7/2022,NO_Hikurangi,22EV1604-001-0,Detected,247
3/15/2022,NO_Hikurangi,22EV1816-001-0,Detected,NULL
3/24/2022,NO_Hikurangi,22EV2031-001-0,Detected,NULL
4/5/2022,NO_Hikurangi,22EV2391-001-0,Detected,NULL
4/11/2022,NO_Hikurangi,22EV2479-001-0,Detected,NULL
4/19/2022,NO_Hikurangi,22EV2589-001-0,Detected,NULL
4/26/2022,NO_Hikurangi,22EV2729-001-0,Detected,NULL
5/2/2022,NO_Hikurangi,22EV2886-001-0,Detected,NULL
5/9/2022,NO_Hikurangi,22EV3056-001-0,Detected,NULL
5/17/2022,NO_Hikurangi,22EV3156-001-0,Detected,NULL
5/23/2022,NO_Hikurangi,22EV3287-001-0,Detected,NULL
5/30/2022,NO_Hikurangi,22EV3450-001-0,Detected,NULL
6/7/2022,NO_Hikurangi,22EV3624-001-0,Detected,1024
6/13/2022,NO_Hikurangi,22EV3717-001-0,Detected,967
6/20/2022,NO_Hikurangi,22EV3876-001-0,Detected,2551
6/29/2022,NO_Hikurangi,22EV4057-001-0,Detected,NULL
7/5/2022,NO_Hikurangi,22EV4205-001-0,Detected,NULL
2/10/2022,NO_Kaeo,22EV0965-001-0,Detected,NULL
2/15/2022,NO_Kaeo,22EV1095-001-0,Detected,NULL
2/17/2022,NO_Kaeo,22EV1181-001-0,Detected,NULL
2/24/2022,NO_Kaeo,22EV1349-001-0,Detected,NULL
3/1/2022,NO_Kaeo,22EV1440-001-0,Detected,NULL
3/2/2022,NO_Kaeo,22EV1545-001-0,Detected,NULL
2/15/2022,NO_Kaikohe,22EV1096-001-0,Detected,NULL
2/17/2022,NO_Kaikohe,22EV1182-001-0,Detected,NULL
2/22/2022,NO_Kaikohe,22EV1283-001-0,Detected,NULL
2/24/2022,NO_Kaikohe,22EV1350-001-0,Detected,NULL
3/1/2022,NO_Kaikohe,22EV1441-001-0,Detected,NULL
3/3/2022,NO_Kaikohe,22EV1543-001-0,Detected,NULL
3/8/2022,NO_Kaikohe,22EV1605-001-0,Detected,NULL
3/10/2022,NO_Kaikohe,22EV1708-001-0,Detected,NULL
3/15/2022,NO_Kaikohe,22EV1908-001-0,Detected,NULL
3/17/2022,NO_Kaikohe,22EV1909-001-0,Detected,NULL
3/22/2022,NO_Kaikohe,22EV1937-001-0,Detected,NULL
3/24/2022,NO_Kaikohe,22EV2074-001-0,Detected,NULL
3/29/2022,NO_Kaikohe,22EV2142-001-0,Detected,NULL
3/31/2022,NO_Kaikohe,22EV2199-001-0,Detected,NULL
4/5/2022,NO_Kaikohe,22EV2308-001-0,Detected,NULL
4/7/2022,NO_Kaikohe,22EV2362-001-0,Detected,NULL
4/12/2022,NO_Kaikohe,22EV2433-001-0,Detected,NULL
4/14/2022,NO_Kaikohe,22EV2543-001-0,Detected,NULL
4/21/2022,NO_Kaikohe,22EV2645-001-0,Detected,NULL
4/26/2022,NO_Kaikohe,22EV2755-001-0,Detected,NULL
5/3/2022,NO_Kaikohe,22EV2892-001-0,Detected,NULL
5/5/2022,NO_Kaikohe,22EV2935-001-0,Detected,NULL
5/10/2022,NO_Kaikohe,22EV3045-001-0,Detected,NULL
11/9/2021,NO_Kaitaia,21EV3240-001-0,Detected,NULL
11/10/2021,NO_Kaitaia,21EV3330-001-0,Detected,NULL
11/15/2021,NO_Kaitaia,21EV3473-001-0,Detected,NULL
11/25/2021,NO_Kaitaia,21EV3781-001-0,Detected,NULL
12/1/2021,NO_Kaitaia,21EV3952-001-0,Detected,NULL
1/17/2022,NO_Kaitaia,22EV0342-001-0,Detected,NULL
2/17/2022,NO_Kaitaia,22EV1178-001-0,Detected,NULL
2/22/2022,NO_Kaitaia,22EV1328-001-0,Detected,NULL
2/24/2022,NO_Kaitaia,22EV1383-001-0,Detected,NULL
3/3/2022,NO_Kaitaia,22EV1567-001-0,Detected,NULL
3/8/2022,NO_Kaitaia,22EV1606-001-0,Detected,NULL
3/11/2022,NO_Kaitaia,22EV1720-001-0,Detected,NULL
3/15/2022,NO_Kaitaia,22EV1820-001-0,Detected,NULL
3/17/2022,NO_Kaitaia,22EV1910-001-0,Detected,NULL
3/22/2022,NO_Kaitaia,22EV1938-001-0,Detected,NULL
3/29/2022,NO_Kaitaia,22EV2143-001-0,Detected,NULL
4/1/2022,NO_Kaitaia,22EV2232-001-0,Detected,NULL
4/11/2022,NO_Kaitaia,22EV2424-001-0,Detected,NULL
4/14/2022,NO_Kaitaia,22EV2544-001-0,Detected,NULL
4/21/2022,NO_Kaitaia,22EV2646-001-0,Detected,NULL
4/26/2022,NO_Kaitaia,22EV2756-001-0,Detected,NULL
4/28/2022,NO_Kaitaia,22EV2799-001-0,Detected,NULL
5/2/2022,NO_Kaitaia,22EV2829-001-0,Detected,NULL
5/5/2022,NO_Kaitaia,22EV2936-001-0,Detected,NULL
5/10/2022,NO_Kaitaia,22EV3009-001-0,Detected,NULL
5/12/2022,NO_Kaitaia,22EV3095-001-0,Detected,NULL
11/18/2021,NO_Kaiwaka,21EV3576-001-0,Detected,NULL
2/24/2022,NO_Kaiwaka,22EV1359-001-0,Detected,NULL
2/28/2022,NO_Kaiwaka,22EV1393-001-0,Detected,NULL
3/3/2022,NO_Kaiwaka,22EV1555-001-0,Detected,NULL
3/7/2022,NO_Kaiwaka,22EV1575-001-0,Detected,NULL
3/10/2022,NO_Kaiwaka,22EV1739-001-0,Detected,NULL
3/14/2022,NO_Kaiwaka,22EV1808-001-0,Detected,NULL
3/17/2022,NO_Kaiwaka,22EV1874-001-0,Detected,NULL
3/22/2022,NO_Kaiwaka,22EV1943-001-0,Detected,NULL
3/25/2022,NO_Kaiwaka,22EV2078-001-0,Detected,NULL
3/28/2022,NO_Kaiwaka,22EV2092-001-0,Detected,NULL
3/31/2022,NO_Kaiwaka,22EV2202-001-0,Detected,NULL
4/4/2022,NO_Kaiwaka,22EV2248-001-0,Detected,NULL
4/7/2022,NO_Kaiwaka,22EV2366-001-0,Detected,NULL
4/11/2022,NO_Kaiwaka,22EV2404-001-0,Detected,NULL
4/13/2022,NO_Kaiwaka,22EV2537-001-0,Detected,NULL
4/19/2022,NO_Kaiwaka,22EV2556-001-0,Detected,NULL
4/26/2022,NO_Kaiwaka,22EV2691-001-0,Detected,NULL
5/2/2022,NO_Kaiwaka,22EV2830-001-0,Detected,NULL
5/6/2022,NO_Kaiwaka,22EV2967-001-0,Detected,NULL
5/9/2022,NO_Kaiwaka,22EV2982-001-0,Detected,NULL
5/12/2022,NO_Kaiwaka,22EV3096-001-0,Detected,NULL
5/16/2022,NO_Kaiwaka,22EV3136-001-0,Detected,NULL
5/19/2022,NO_Kaiwaka,22EV3245-001-0,Detected,NULL
5/23/2022,NO_Kaiwaka,22EV3289-001-0,Detected,NULL
5/31/2022,NO_Kaiwaka,22EV3452-001-0,Detected,NULL
6/3/2022,NO_Kaiwaka,22EV3565-001-0,Detected,NULL
6/7/2022,NO_Kaiwaka,22EV3625-001-0,Detected,NULL
6/10/2022,NO_Kaiwaka,22EV3704-001-0,Detected,NULL
6/14/2022,NO_Kaiwaka,22EV3733-001-0,Detected,NULL
6/21/2022,NO_Kaiwaka,22EV3879-001-0,Detected,NULL
6/27/2022,NO_Kaiwaka,22EV3984-001-0,Detected,NULL
6/30/2022,NO_Kaiwaka,22EV4088-001-0,Detected,NULL
7/5/2022,NO_Kaiwaka,22EV4164-001-0,Detected,NULL
12/2/2021,NO_Kawakawa,21EV3945-001-0,Detected,NULL
2/17/2022,NO_Kawakawa,22EV1183-001-0,Detected,NULL
2/24/2022,NO_Kawakawa,22EV1351-001-0,Detected,NULL
3/1/2022,NO_Kawakawa,22EV1442-001-0,Detected,NULL
3/3/2022,NO_Kawakawa,22EV1546-001-0,Detected,NULL
3/8/2022,NO_Kawakawa,22EV1607-001-0,Detected,NULL
3/10/2022,NO_Kawakawa,22EV1709-001-0,Detected,NULL
3/15/2022,NO_Kawakawa,22EV1821-001-0,Detected,NULL
3/17/2022,NO_Kawakawa,22EV1911-001-0,Detected,NULL
3/22/2022,NO_Kawakawa,22EV1939-001-0,Detected,NULL
3/24/2022,NO_Kawakawa,22EV2075-001-0,Detected,NULL
3/29/2022,NO_Kawakawa,22EV2144-001-0,Detected,NULL
3/31/2022,NO_Kawakawa,22EV2200-001-0,Detected,NULL
4/7/2022,NO_Kawakawa,22EV2363-001-0,Detected,NULL
4/14/2022,NO_Kawakawa,22EV2545-001-0,Detected,NULL
4/28/2022,NO_Kawakawa,22EV2800-001-0,Detected,NULL
5/3/2022,NO_Kawakawa,22EV2893-001-0,Detected,NULL
5/5/2022,NO_Kawakawa,22EV2937-001-0,Detected,NULL
1/27/2022,NO_Kerikeri,22EV0596-001-0,Detected,NULL
2/3/2022,NO_Kerikeri,22EV0785-001-0,Detected,NULL
2/8/2022,NO_Kerikeri,22EV0894-001-0,Detected,NULL
2/10/2022,NO_Kerikeri,22EV0968-001-0,Detected,NULL
2/15/2022,NO_Kerikeri,22EV1099-001-0,Detected,NULL
2/17/2022,NO_Kerikeri,22EV1184-001-0,Detected,NULL
2/22/2022,NO_Kerikeri,22EV1284-001-0,Detected,NULL
2/24/2022,NO_Kerikeri,22EV1352-001-0,Detected,NULL
3/1/2022,NO_Kerikeri,22EV1443-001-0,Detected,NULL
3/3/2022,NO_Kerikeri,22EV1544-001-0,Detected,NULL
3/8/2022,NO_Kerikeri,22EV1608-001-0,Detected,NULL
3/10/2022,NO_Kerikeri,22EV1710-001-0,Detected,NULL
3/15/2022,NO_Kerikeri,22EV1822-001-0,Detected,NULL
3/22/2022,NO_Kerikeri,22EV1940-001-0,Detected,NULL
3/24/2022,NO_Kerikeri,22EV2076-001-0,Detected,NULL
4/7/2022,NO_Kerikeri,22EV2364-001-0,Detected,NULL
4/12/2022,NO_Kerikeri,22EV2435-001-0,Detected,NULL
4/14/2022,NO_Kerikeri,22EV2546-001-0,Detected,NULL
4/19/2022,NO_Kerikeri,22EV2554-001-0,Detected,NULL
4/21/2022,NO_Kerikeri,22EV2647-001-0,Detected,NULL
4/26/2022,NO_Kerikeri,22EV2757-001-0,Detected,NULL
4/28/2022,NO_Kerikeri,22EV2801-001-0,Detected,NULL
5/3/2022,NO_Kerikeri,22EV2894-001-0,Detected,NULL
5/5/2022,NO_Kerikeri,22EV2938-001-0,Detected,NULL
5/10/2022,NO_Kerikeri,22EV3046-001-0,Detected,NULL
12/29/2021,NO_Mangawhai,22EV0004-001-0,Detected,NULL
2/1/2022,NO_Mangawhai,22EV0673-001-0,Detected,NULL
2/3/2022,NO_Mangawhai,22EV0787-001-0,Detected,NULL
2/8/2022,NO_Mangawhai,22EV0890-001-0,Detected,NULL
2/10/2022,NO_Mangawhai,22EV1003-001-0,Detected,NULL
2/14/2022,NO_Mangawhai,22EV1043-001-0,Detected,NULL
2/17/2022,NO_Mangawhai,22EV1192-001-0,Detected,NULL
2/21/2022,NO_Mangawhai,22EV1222-001-0,Detected,NULL
2/24/2022,NO_Mangawhai,22EV1360-001-0,Detected,NULL
2/28/2022,NO_Mangawhai,22EV1395-001-0,Detected,NULL
3/3/2022,NO_Mangawhai,22EV1556-001-0,Detected,NULL
3/7/2022,NO_Mangawhai,22EV1573-001-0,Detected,NULL
3/10/2022,NO_Mangawhai,22EV1740-001-0,Detected,NULL
3/14/2022,NO_Mangawhai,22EV1807-001-0,Detected,NULL
3/17/2022,NO_Mangawhai,22EV1875-001-0,Detected,NULL
3/22/2022,NO_Mangawhai,22EV1944-001-0,Detected,NULL
3/25/2022,NO_Mangawhai,22EV2079-001-0,Detected,NULL
3/28/2022,NO_Mangawhai,22EV2093-001-0,Detected,NULL
3/31/2022,NO_Mangawhai,22EV2203-001-0,Detected,NULL
4/4/2022,NO_Mangawhai,22EV2249-001-0,Detected,NULL
4/7/2022,NO_Mangawhai,22EV2367-001-0,Detected,NULL
4/11/2022,NO_Mangawhai,22EV2405-001-0,Detected,NULL
